 734: T2_WOOD                                                          : Birch Logs
5436: T5_HEAD_GATHERER_FISH@2                                          : Expert's Fisherman Cap
5437: T5_HEAD_GATHERER_FISH@3                                          : Expert's Fisherman Cap
5438: T5_HEAD_GATHERER_FISH@4                                          : Expert's Fisherman Cap
5439: T6_HEAD_GATHERER_FISH                                            : Master's Fisherman Cap
5440: T6_HEAD_GATHERER_FISH@1                                          : Master's Fisherman Cap
5441: T6_HEAD_GATHERER_FISH@2                                          : Master's Fisherman Cap
5442: T6_HEAD_GATHERER_FISH@3                                          : Master's Fisherman Cap
5443: T6_HEAD_GATHERER_FISH@4                                          : Master's Fisherman Cap
5444: T7_HEAD_GATHERER_FISH                                            : Grandmaster's Fisherman Cap
5445: T7_HEAD_GATHERER_FISH@1                                          : Grandmaster's Fisherman Cap
5446: T7_HEAD_GATHERER_FISH@2                                          : Grandmaster's Fisherman Cap
5447: T7_HEAD_GATHERER_FISH@3                                          : Grandmaster's Fisherman Cap
5448: T7_HEAD_GATHERER_FISH@4                                          : Grandmaster's Fisherman Cap
5449: T8_HEAD_GATHERER_FISH                                            : Elder's Fisherman Cap
5450: T8_HEAD_GATHERER_FISH@1                                          : Elder's Fisherman Cap
5451: T8_HEAD_GATHERER_FISH@2                                          : Elder's Fisherman Cap
5452: T8_HEAD_GATHERER_FISH@3                                          : Elder's Fisherman Cap
5453: T8_HEAD_GATHERER_FISH@4                                          : Elder's Fisherman Cap
5454: T4_ARMOR_GATHERER_FISH                                           : Adept's Fisherman Garb
5455: T4_ARMOR_GATHERER_FISH@1                                         : Adept's Fisherman Garb
5456: T4_ARMOR_GATHERER_FISH@2                                         : Adept's Fisherman Garb
5457: T4_ARMOR_GATHERER_FISH@3                                         : Adept's Fisherman Garb
5458: T4_ARMOR_GATHERER_FISH@4                                         : Adept's Fisherman Garb
5459: T5_ARMOR_GATHERER_FISH                                           : Expert's Fisherman Garb
5460: T5_ARMOR_GATHERER_FISH@1                                         : Expert's Fisherman Garb
5461: T5_ARMOR_GATHERER_FISH@2                                         : Expert's Fisherman Garb
5462: T5_ARMOR_GATHERER_FISH@3                                         : Expert's Fisherman Garb
5463: T5_ARMOR_GATHERER_FISH@4                                         : Expert's Fisherman Garb
5464: T6_ARMOR_GATHERER_FISH                                           : Master's Fisherman Garb
5465: T6_ARMOR_GATHERER_FISH@1                                         : Master's Fisherman Garb
5466: T6_ARMOR_GATHERER_FISH@2                                         : Master's Fisherman Garb
5467: T6_ARMOR_GATHERER_FISH@3                                         : Master's Fisherman Garb
5468: T6_ARMOR_GATHERER_FISH@4                                         : Master's Fisherman Garb
5469: T7_ARMOR_GATHERER_FISH                                           : Grandmaster's Fisherman Garb
5470: T7_ARMOR_GATHERER_FISH@1                                         : Grandmaster's Fisherman Garb
5471: T7_ARMOR_GATHERER_FISH@2                                         : Grandmaster's Fisherman Garb
5472: T7_ARMOR_GATHERER_FISH@3                                         : Grandmaster's Fisherman Garb
5473: T7_ARMOR_GATHERER_FISH@4                                         : Grandmaster's Fisherman Garb
5474: T8_ARMOR_GATHERER_FISH                                           : Elder's Fisherman Garb
5475: T8_ARMOR_GATHERER_FISH@1                                         : Elder's Fisherman Garb
5476: T8_ARMOR_GATHERER_FISH@2                                         : Elder's Fisherman Garb
5477: T8_ARMOR_GATHERER_FISH@3                                         : Elder's Fisherman Garb
5478: T8_ARMOR_GATHERER_FISH@4                                         : Elder's Fisherman Garb
5479: T4_SHOES_GATHERER_FISH                                           : Adept's Fisherman Workboots
5480: T4_SHOES_GATHERER_FISH@1                                         : Adept's Fisherman Workboots
5481: T4_SHOES_GATHERER_FISH@2                                         : Adept's Fisherman Workboots
5482: T4_SHOES_GATHERER_FISH@3                                         : Adept's Fisherman Workboots
5483: T4_SHOES_GATHERER_FISH@4                                         : Adept's Fisherman Workboots
5484: T5_SHOES_GATHERER_FISH                                           : Expert's Fisherman Workboots
5485: T5_SHOES_GATHERER_FISH@1                                         : Expert's Fisherman Workboots
5486: T5_SHOES_GATHERER_FISH@2                                         : Expert's Fisherman Workboots
5487: T5_SHOES_GATHERER_FISH@3                                         : Expert's Fisherman Workboots
5488: T5_SHOES_GATHERER_FISH@4                                         : Expert's Fisherman Workboots
5489: T6_SHOES_GATHERER_FISH                                           : Master's Fisherman Workboots
5490: T6_SHOES_GATHERER_FISH@1                                         : Master's Fisherman Workboots
5491: T6_SHOES_GATHERER_FISH@2                                         : Master's Fisherman Workboots
5492: T6_SHOES_GATHERER_FISH@3                                         : Master's Fisherman Workboots
5493: T6_SHOES_GATHERER_FISH@4                                         : Master's Fisherman Workboots
5494: T7_SHOES_GATHERER_FISH                                           : Grandmaster's Fisherman Workboots
5495: T7_SHOES_GATHERER_FISH@1                                         : Grandmaster's Fisherman Workboots
5496: T7_SHOES_GATHERER_FISH@2                                         : Grandmaster's Fisherman Workboots
5497: T7_SHOES_GATHERER_FISH@3                                         : Grandmaster's Fisherman Workboots
5498: T7_SHOES_GATHERER_FISH@4                                         : Grandmaster's Fisherman Workboots
5499: T8_SHOES_GATHERER_FISH                                           : Elder's Fisherman Workboots
5500: T8_SHOES_GATHERER_FISH@1                                         : Elder's Fisherman Workboots
5501: T8_SHOES_GATHERER_FISH@2                                         : Elder's Fisherman Workboots
5502: T8_SHOES_GATHERER_FISH@3                                         : Elder's Fisherman Workboots
5503: T8_SHOES_GATHERER_FISH@4                                         : Elder's Fisherman Workboots
5504: T4_BACKPACK_GATHERER_FISH                                        : Adept's Fisherman Backpack
5505: T4_BACKPACK_GATHERER_FISH@1                                      : Adept's Fisherman Backpack
5506: T4_BACKPACK_GATHERER_FISH@2                                      : Adept's Fisherman Backpack
5507: T4_BACKPACK_GATHERER_FISH@3                                      : Adept's Fisherman Backpack
5508: T4_BACKPACK_GATHERER_FISH@4                                      : Adept's Fisherman Backpack
5509: T5_BACKPACK_GATHERER_FISH                                        : Expert's Fisherman Backpack
5510: T5_BACKPACK_GATHERER_FISH@1                                      : Expert's Fisherman Backpack
5511: T5_BACKPACK_GATHERER_FISH@2                                      : Expert's Fisherman Backpack
5512: T5_BACKPACK_GATHERER_FISH@3                                      : Expert's Fisherman Backpack
5513: T5_BACKPACK_GATHERER_FISH@4                                      : Expert's Fisherman Backpack
5514: T6_BACKPACK_GATHERER_FISH                                        : Master's Fisherman Backpack
5515: T6_BACKPACK_GATHERER_FISH@1                                      : Master's Fisherman Backpack
5516: T6_BACKPACK_GATHERER_FISH@2                                      : Master's Fisherman Backpack
5517: T6_BACKPACK_GATHERER_FISH@3                                      : Master's Fisherman Backpack
5518: T6_BACKPACK_GATHERER_FISH@4                                      : Master's Fisherman Backpack
5519: T7_BACKPACK_GATHERER_FISH                                        : Grandmaster's Fisherman Backpack
5520: T7_BACKPACK_GATHERER_FISH@1                                      : Grandmaster's Fisherman Backpack
5521: T7_BACKPACK_GATHERER_FISH@2                                      : Grandmaster's Fisherman Backpack
5522: T7_BACKPACK_GATHERER_FISH@3                                      : Grandmaster's Fisherman Backpack
5523: T7_BACKPACK_GATHERER_FISH@4                                      : Grandmaster's Fisherman Backpack
5524: T8_BACKPACK_GATHERER_FISH                                        : Elder's Fisherman Backpack
5525: T8_BACKPACK_GATHERER_FISH@1                                      : Elder's Fisherman Backpack
5526: T8_BACKPACK_GATHERER_FISH@2                                      : Elder's Fisherman Backpack
5527: T8_BACKPACK_GATHERER_FISH@3                                      : Elder's Fisherman Backpack
5528: T8_BACKPACK_GATHERER_FISH@4                                      : Elder's Fisherman Backpack

5740: T3_2H_BOW                                                        : Journeyman's Bow
5741: T4_2H_BOW                                                        : Adept's Bow
5742: T4_2H_BOW@1                                                      : Adept's Bow
5743: T4_2H_BOW@2                                                      : Adept's Bow
5744: T4_2H_BOW@3                                                      : Adept's Bow
5745: T4_2H_BOW@4                                                      : Adept's Bow
5746: T5_2H_BOW                                                        : Expert's Bow
5747: T5_2H_BOW@1                                                      : Expert's Bow
5748: T5_2H_BOW@2                                                      : Expert's Bow
5749: T5_2H_BOW@3                                                      : Expert's Bow
5750: T5_2H_BOW@4                                                      : Expert's Bow
5751: T6_2H_BOW                                                        : Master's Bow
5752: T6_2H_BOW@1                                                      : Master's Bow
5753: T6_2H_BOW@2                                                      : Master's Bow
5754: T6_2H_BOW@3                                                      : Master's Bow
5755: T6_2H_BOW@4                                                      : Master's Bow
5756: T7_2H_BOW                                                        : Grandmaster's Bow
5757: T7_2H_BOW@1                                                      : Grandmaster's Bow
5758: T7_2H_BOW@2                                                      : Grandmaster's Bow
5759: T7_2H_BOW@3                                                      : Grandmaster's Bow
5760: T7_2H_BOW@4                                                      : Grandmaster's Bow
5761: T8_2H_BOW                                                        : Elder's Bow
5762: T8_2H_BOW@1                                                      : Elder's Bow
5763: T8_2H_BOW@2                                                      : Elder's Bow
5764: T8_2H_BOW@3                                                      : Elder's Bow
5765: T8_2H_BOW@4                                                      : Elder's Bow
5766: T4_2H_WARBOW                                                     : Adept's Warbow
5767: T4_2H_WARBOW@1                                                   : Adept's Warbow
5768: T4_2H_WARBOW@2                                                   : Adept's Warbow
5769: T4_2H_WARBOW@3                                                   : Adept's Warbow
5770: T4_2H_WARBOW@4                                                   : Adept's Warbow
5771: T5_2H_WARBOW                                                     : Expert's Warbow
5772: T5_2H_WARBOW@1                                                   : Expert's Warbow
5773: T5_2H_WARBOW@2                                                   : Expert's Warbow
5774: T5_2H_WARBOW@3                                                   : Expert's Warbow
5775: T5_2H_WARBOW@4                                                   : Expert's Warbow
5776: T6_2H_WARBOW                                                     : Master's Warbow
5777: T6_2H_WARBOW@1                                                   : Master's Warbow
5778: T6_2H_WARBOW@2                                                   : Master's Warbow
5779: T6_2H_WARBOW@3                                                   : Master's Warbow
5780: T6_2H_WARBOW@4                                                   : Master's Warbow
5781: T7_2H_WARBOW                                                     : Grandmaster's Warbow
5782: T7_2H_WARBOW@1                                                   : Grandmaster's Warbow
5783: T7_2H_WARBOW@2                                                   : Grandmaster's Warbow
5784: T7_2H_WARBOW@3                                                   : Grandmaster's Warbow
5785: T7_2H_WARBOW@4                                                   : Grandmaster's Warbow
5786: T8_2H_WARBOW                                                     : Elder's Warbow
5787: T8_2H_WARBOW@1                                                   : Elder's Warbow
5788: T8_2H_WARBOW@2                                                   : Elder's Warbow
5789: T8_2H_WARBOW@3                                                   : Elder's Warbow
5790: T8_2H_WARBOW@4                                                   : Elder's Warbow
5791: T4_2H_LONGBOW                                                    : Adept's Longbow
5792: T4_2H_LONGBOW@1                                                  : Adept's Longbow
5793: T4_2H_LONGBOW@2                                                  : Adept's Longbow
5794: T4_2H_LONGBOW@3                                                  : Adept's Longbow
5795: T4_2H_LONGBOW@4                                                  : Adept's Longbow
5796: T5_2H_LONGBOW                                                    : Expert's Longbow
5797: T5_2H_LONGBOW@1                                                  : Expert's Longbow
5798: T5_2H_LONGBOW@2                                                  : Expert's Longbow
5799: T5_2H_LONGBOW@3                                                  : Expert's Longbow
5800: T5_2H_LONGBOW@4                                                  : Expert's Longbow
5801: T6_2H_LONGBOW                                                    : Master's Longbow
5802: T6_2H_LONGBOW@1                                                  : Master's Longbow
5803: T6_2H_LONGBOW@2                                                  : Master's Longbow
5804: T6_2H_LONGBOW@3                                                  : Master's Longbow
5805: T6_2H_LONGBOW@4                                                  : Master's Longbow
5806: T7_2H_LONGBOW                                                    : Grandmaster's Longbow
5807: T7_2H_LONGBOW@1                                                  : Grandmaster's Longbow
5808: T7_2H_LONGBOW@2                                                  : Grandmaster's Longbow
5809: T7_2H_LONGBOW@3                                                  : Grandmaster's Longbow
5810: T7_2H_LONGBOW@4                                                  : Grandmaster's Longbow
5811: T8_2H_LONGBOW                                                    : Elder's Longbow
5812: T8_2H_LONGBOW@1                                                  : Elder's Longbow
5813: T8_2H_LONGBOW@2                                                  : Elder's Longbow
5814: T8_2H_LONGBOW@3                                                  : Elder's Longbow
5815: T8_2H_LONGBOW@4                                                  : Elder's Longbow
5816: T4_2H_LONGBOW_UNDEAD                                             : Adept's Whispering Bow
5817: T4_2H_LONGBOW_UNDEAD@1                                           : Adept's Whispering Bow
5818: T4_2H_LONGBOW_UNDEAD@2                                           : Adept's Whispering Bow
5819: T4_2H_LONGBOW_UNDEAD@3                                           : Adept's Whispering Bow
5820: T4_2H_LONGBOW_UNDEAD@4                                           : Adept's Whispering Bow
5821: T5_2H_LONGBOW_UNDEAD                                             : Expert's Whispering Bow
5822: T5_2H_LONGBOW_UNDEAD@1                                           : Expert's Whispering Bow
5823: T5_2H_LONGBOW_UNDEAD@2                                           : Expert's Whispering Bow
5824: T5_2H_LONGBOW_UNDEAD@3                                           : Expert's Whispering Bow
5825: T5_2H_LONGBOW_UNDEAD@4                                           : Expert's Whispering Bow
5826: T6_2H_LONGBOW_UNDEAD                                             : Master's Whispering Bow
5827: T6_2H_LONGBOW_UNDEAD@1                                           : Master's Whispering Bow
5828: T6_2H_LONGBOW_UNDEAD@2                                           : Master's Whispering Bow
5829: T6_2H_LONGBOW_UNDEAD@3                                           : Master's Whispering Bow
5830: T6_2H_LONGBOW_UNDEAD@4                                           : Master's Whispering Bow
5831: T7_2H_LONGBOW_UNDEAD                                             : Grandmaster's Whispering Bow
5832: T7_2H_LONGBOW_UNDEAD@1                                           : Grandmaster's Whispering Bow
5833: T7_2H_LONGBOW_UNDEAD@2                                           : Grandmaster's Whispering Bow
5834: T7_2H_LONGBOW_UNDEAD@3                                           : Grandmaster's Whispering Bow
5835: T7_2H_LONGBOW_UNDEAD@4                                           : Grandmaster's Whispering Bow
5836: T8_2H_LONGBOW_UNDEAD                                             : Elder's Whispering Bow
5837: T8_2H_LONGBOW_UNDEAD@1                                           : Elder's Whispering Bow
5838: T8_2H_LONGBOW_UNDEAD@2                                           : Elder's Whispering Bow
5839: T8_2H_LONGBOW_UNDEAD@3                                           : Elder's Whispering Bow
5840: T8_2H_LONGBOW_UNDEAD@4                                           : Elder's Whispering Bow
5841: T4_2H_BOW_HELL                                                   : Adept's Wailing Bow
5842: T4_2H_BOW_HELL@1                                                 : Adept's Wailing Bow
5843: T4_2H_BOW_HELL@2                                                 : Adept's Wailing Bow
5844: T4_2H_BOW_HELL@3                                                 : Adept's Wailing Bow
5845: T4_2H_BOW_HELL@4                                                 : Adept's Wailing Bow
5846: T5_2H_BOW_HELL                                                   : Expert's Wailing Bow
5847: T5_2H_BOW_HELL@1                                                 : Expert's Wailing Bow
5848: T5_2H_BOW_HELL@2                                                 : Expert's Wailing Bow
5849: T5_2H_BOW_HELL@3                                                 : Expert's Wailing Bow
5850: T5_2H_BOW_HELL@4                                                 : Expert's Wailing Bow
5851: T6_2H_BOW_HELL                                                   : Master's Wailing Bow
5852: T6_2H_BOW_HELL@1                                                 : Master's Wailing Bow
5853: T6_2H_BOW_HELL@2                                                 : Master's Wailing Bow
5854: T6_2H_BOW_HELL@3                                                 : Master's Wailing Bow
5855: T6_2H_BOW_HELL@4                                                 : Master's Wailing Bow
5856: T7_2H_BOW_HELL                                                   : Grandmaster's Wailing Bow
5857: T7_2H_BOW_HELL@1                                                 : Grandmaster's Wailing Bow
5858: T7_2H_BOW_HELL@2                                                 : Grandmaster's Wailing Bow
5859: T7_2H_BOW_HELL@3                                                 : Grandmaster's Wailing Bow
5860: T7_2H_BOW_HELL@4                                                 : Grandmaster's Wailing Bow
5861: T8_2H_BOW_HELL                                                   : Elder's Wailing Bow
5862: T8_2H_BOW_HELL@1                                                 : Elder's Wailing Bow
5863: T8_2H_BOW_HELL@2                                                 : Elder's Wailing Bow
5864: T8_2H_BOW_HELL@3                                                 : Elder's Wailing Bow
5865: T8_2H_BOW_HELL@4                                                 : Elder's Wailing Bow
5866: T4_2H_BOW_KEEPER                                                 : Adept's Bow of Badon
5867: T4_2H_BOW_KEEPER@1                                               : Adept's Bow of Badon
5868: T4_2H_BOW_KEEPER@2                                               : Adept's Bow of Badon
5869: T4_2H_BOW_KEEPER@3                                               : Adept's Bow of Badon
5870: T4_2H_BOW_KEEPER@4                                               : Adept's Bow of Badon
5871: T5_2H_BOW_KEEPER                                                 : Expert's Bow of Badon
5872: T5_2H_BOW_KEEPER@1                                               : Expert's Bow of Badon
5873: T5_2H_BOW_KEEPER@2                                               : Expert's Bow of Badon
5874: T5_2H_BOW_KEEPER@3                                               : Expert's Bow of Badon
5875: T5_2H_BOW_KEEPER@4                                               : Expert's Bow of Badon
5876: T6_2H_BOW_KEEPER                                                 : Master's Bow of Badon
5877: T6_2H_BOW_KEEPER@1                                               : Master's Bow of Badon
5878: T6_2H_BOW_KEEPER@2                                               : Master's Bow of Badon
5879: T6_2H_BOW_KEEPER@3                                               : Master's Bow of Badon
5880: T6_2H_BOW_KEEPER@4                                               : Master's Bow of Badon
5881: T7_2H_BOW_KEEPER                                                 : Grandmaster's Bow of Badon
5882: T7_2H_BOW_KEEPER@1                                               : Grandmaster's Bow of Badon
5883: T7_2H_BOW_KEEPER@2                                               : Grandmaster's Bow of Badon
5884: T7_2H_BOW_KEEPER@3                                               : Grandmaster's Bow of Badon
5885: T7_2H_BOW_KEEPER@4                                               : Grandmaster's Bow of Badon
5886: T8_2H_BOW_KEEPER                                                 : Elder's Bow of Badon
5887: T8_2H_BOW_KEEPER@1                                               : Elder's Bow of Badon
5888: T8_2H_BOW_KEEPER@2                                               : Elder's Bow of Badon
5889: T8_2H_BOW_KEEPER@3                                               : Elder's Bow of Badon
5890: T8_2H_BOW_KEEPER@4                                               : Elder's Bow of Badon
5891: T4_2H_BOW_AVALON                                                 : Adept's Mistpiercer
5892: T4_2H_BOW_AVALON@1                                               : Adept's Mistpiercer
5893: T4_2H_BOW_AVALON@2                                               : Adept's Mistpiercer
5894: T4_2H_BOW_AVALON@3                                               : Adept's Mistpiercer
5895: T4_2H_BOW_AVALON@4                                               : Adept's Mistpiercer
5896: T5_2H_BOW_AVALON                                                 : Expert's Mistpiercer
5897: T5_2H_BOW_AVALON@1                                               : Expert's Mistpiercer
5898: T5_2H_BOW_AVALON@2                                               : Expert's Mistpiercer
5899: T5_2H_BOW_AVALON@3                                               : Expert's Mistpiercer
5900: T5_2H_BOW_AVALON@4                                               : Expert's Mistpiercer
5901: T6_2H_BOW_AVALON                                                 : Master's Mistpiercer
5902: T6_2H_BOW_AVALON@1                                               : Master's Mistpiercer
5903: T6_2H_BOW_AVALON@2                                               : Master's Mistpiercer
5904: T6_2H_BOW_AVALON@3                                               : Master's Mistpiercer
5905: T6_2H_BOW_AVALON@4                                               : Master's Mistpiercer
5906: T7_2H_BOW_AVALON                                                 : Grandmaster's Mistpiercer
5907: T7_2H_BOW_AVALON@1                                               : Grandmaster's Mistpiercer
5908: T7_2H_BOW_AVALON@2                                               : Grandmaster's Mistpiercer
5909: T7_2H_BOW_AVALON@3                                               : Grandmaster's Mistpiercer
5910: T7_2H_BOW_AVALON@4                                               : Grandmaster's Mistpiercer
5911: T8_2H_BOW_AVALON                                                 : Elder's Mistpiercer
5912: T8_2H_BOW_AVALON@1                                               : Elder's Mistpiercer
5913: T8_2H_BOW_AVALON@2                                               : Elder's Mistpiercer
5914: T8_2H_BOW_AVALON@3                                               : Elder's Mistpiercer
5915: T8_2H_BOW_AVALON@4                                               : Elder's Mistpiercer
5916: T3_2H_CROSSBOW                                                   : Journeyman's Crossbow
5917: T4_2H_CROSSBOW                                                   : Adept's Crossbow
5918: T4_2H_CROSSBOW@1                                                 : Adept's Crossbow
5919: T4_2H_CROSSBOW@2                                                 : Adept's Crossbow
5920: T4_2H_CROSSBOW@3                                                 : Adept's Crossbow
5921: T4_2H_CROSSBOW@4                                                 : Adept's Crossbow
5922: T5_2H_CROSSBOW                                                   : Expert's Crossbow
5923: T5_2H_CROSSBOW@1                                                 : Expert's Crossbow
5924: T5_2H_CROSSBOW@2                                                 : Expert's Crossbow
5925: T5_2H_CROSSBOW@3                                                 : Expert's Crossbow
5926: T5_2H_CROSSBOW@4                                                 : Expert's Crossbow
5927: T6_2H_CROSSBOW                                                   : Master's Crossbow
5928: T6_2H_CROSSBOW@1                                                 : Master's Crossbow
5929: T6_2H_CROSSBOW@2                                                 : Master's Crossbow
5930: T6_2H_CROSSBOW@3                                                 : Master's Crossbow
5931: T6_2H_CROSSBOW@4                                                 : Master's Crossbow
5932: T7_2H_CROSSBOW                                                   : Grandmaster's Crossbow
5933: T7_2H_CROSSBOW@1                                                 : Grandmaster's Crossbow
5934: T7_2H_CROSSBOW@2                                                 : Grandmaster's Crossbow
5935: T7_2H_CROSSBOW@3                                                 : Grandmaster's Crossbow
5936: T7_2H_CROSSBOW@4                                                 : Grandmaster's Crossbow
5937: T8_2H_CROSSBOW                                                   : Elder's Crossbow
5938: T8_2H_CROSSBOW@1                                                 : Elder's Crossbow
5939: T8_2H_CROSSBOW@2                                                 : Elder's Crossbow
5940: T8_2H_CROSSBOW@3                                                 : Elder's Crossbow
5941: T8_2H_CROSSBOW@4                                                 : Elder's Crossbow
5942: T4_2H_CROSSBOWLARGE                                              : Adept's Heavy Crossbow
5943: T4_2H_CROSSBOWLARGE@1                                            : Adept's Heavy Crossbow
5944: T4_2H_CROSSBOWLARGE@2                                            : Adept's Heavy Crossbow
5945: T4_2H_CROSSBOWLARGE@3                                            : Adept's Heavy Crossbow
5946: T4_2H_CROSSBOWLARGE@4                                            : Adept's Heavy Crossbow
5947: T5_2H_CROSSBOWLARGE                                              : Expert's Heavy Crossbow
5948: T5_2H_CROSSBOWLARGE@1                                            : Expert's Heavy Crossbow
5949: T5_2H_CROSSBOWLARGE@2                                            : Expert's Heavy Crossbow
5950: T5_2H_CROSSBOWLARGE@3                                            : Expert's Heavy Crossbow
5951: T5_2H_CROSSBOWLARGE@4                                            : Expert's Heavy Crossbow
5952: T6_2H_CROSSBOWLARGE                                              : Master's Heavy Crossbow
5953: T6_2H_CROSSBOWLARGE@1                                            : Master's Heavy Crossbow
5954: T6_2H_CROSSBOWLARGE@2                                            : Master's Heavy Crossbow
5955: T6_2H_CROSSBOWLARGE@3                                            : Master's Heavy Crossbow
5956: T6_2H_CROSSBOWLARGE@4                                            : Master's Heavy Crossbow
5957: T7_2H_CROSSBOWLARGE                                              : Grandmaster's Heavy Crossbow
5958: T7_2H_CROSSBOWLARGE@1                                            : Grandmaster's Heavy Crossbow
5959: T7_2H_CROSSBOWLARGE@2                                            : Grandmaster's Heavy Crossbow
5960: T7_2H_CROSSBOWLARGE@3                                            : Grandmaster's Heavy Crossbow
5961: T7_2H_CROSSBOWLARGE@4                                            : Grandmaster's Heavy Crossbow
5962: T8_2H_CROSSBOWLARGE                                              : Elder's Heavy Crossbow
5963: T8_2H_CROSSBOWLARGE@1                                            : Elder's Heavy Crossbow
5964: T8_2H_CROSSBOWLARGE@2                                            : Elder's Heavy Crossbow
5965: T8_2H_CROSSBOWLARGE@3                                            : Elder's Heavy Crossbow
5966: T8_2H_CROSSBOWLARGE@4                                            : Elder's Heavy Crossbow
5967: T4_MAIN_1HCROSSBOW                                               : Adept's Light Crossbow
5968: T4_MAIN_1HCROSSBOW@1                                             : Adept's Light Crossbow
5969: T4_MAIN_1HCROSSBOW@2                                             : Adept's Light Crossbow
5970: T4_MAIN_1HCROSSBOW@3                                             : Adept's Light Crossbow
5971: T4_MAIN_1HCROSSBOW@4                                             : Adept's Light Crossbow
5972: T5_MAIN_1HCROSSBOW                                               : Expert's Light Crossbow
5973: T5_MAIN_1HCROSSBOW@1                                             : Expert's Light Crossbow
5974: T5_MAIN_1HCROSSBOW@2                                             : Expert's Light Crossbow
5975: T5_MAIN_1HCROSSBOW@3                                             : Expert's Light Crossbow
5976: T5_MAIN_1HCROSSBOW@4                                             : Expert's Light Crossbow
5977: T6_MAIN_1HCROSSBOW                                               : Master's Light Crossbow
5978: T6_MAIN_1HCROSSBOW@1                                             : Master's Light Crossbow
5979: T6_MAIN_1HCROSSBOW@2                                             : Master's Light Crossbow
5980: T6_MAIN_1HCROSSBOW@3                                             : Master's Light Crossbow
5981: T6_MAIN_1HCROSSBOW@4                                             : Master's Light Crossbow
5982: T7_MAIN_1HCROSSBOW                                               : Grandmaster's Light Crossbow
5983: T7_MAIN_1HCROSSBOW@1                                             : Grandmaster's Light Crossbow
5984: T7_MAIN_1HCROSSBOW@2                                             : Grandmaster's Light Crossbow
5985: T7_MAIN_1HCROSSBOW@3                                             : Grandmaster's Light Crossbow
5986: T7_MAIN_1HCROSSBOW@4                                             : Grandmaster's Light Crossbow
5987: T8_MAIN_1HCROSSBOW                                               : Elder's Light Crossbow
5988: T8_MAIN_1HCROSSBOW@1                                             : Elder's Light Crossbow
5989: T8_MAIN_1HCROSSBOW@2                                             : Elder's Light Crossbow
5990: T8_MAIN_1HCROSSBOW@3                                             : Elder's Light Crossbow
5991: T8_MAIN_1HCROSSBOW@4                                             : Elder's Light Crossbow
5992: T4_2H_REPEATINGCROSSBOW_UNDEAD                                   : Adept's Weeping Repeater
5993: T4_2H_REPEATINGCROSSBOW_UNDEAD@1                                 : Adept's Weeping Repeater
5994: T4_2H_REPEATINGCROSSBOW_UNDEAD@2                                 : Adept's Weeping Repeater
5995: T4_2H_REPEATINGCROSSBOW_UNDEAD@3                                 : Adept's Weeping Repeater
5996: T4_2H_REPEATINGCROSSBOW_UNDEAD@4                                 : Adept's Weeping Repeater
5997: T5_2H_REPEATINGCROSSBOW_UNDEAD                                   : Expert's Weeping Repeater
5998: T5_2H_REPEATINGCROSSBOW_UNDEAD@1                                 : Expert's Weeping Repeater
5999: T5_2H_REPEATINGCROSSBOW_UNDEAD@2                                 : Expert's Weeping Repeater
6000: T5_2H_REPEATINGCROSSBOW_UNDEAD@3                                 : Expert's Weeping Repeater
6001: T5_2H_REPEATINGCROSSBOW_UNDEAD@4                                 : Expert's Weeping Repeater
6002: T6_2H_REPEATINGCROSSBOW_UNDEAD                                   : Master's Weeping Repeater
6003: T6_2H_REPEATINGCROSSBOW_UNDEAD@1                                 : Master's Weeping Repeater
6004: T6_2H_REPEATINGCROSSBOW_UNDEAD@2                                 : Master's Weeping Repeater
6005: T6_2H_REPEATINGCROSSBOW_UNDEAD@3                                 : Master's Weeping Repeater
6006: T6_2H_REPEATINGCROSSBOW_UNDEAD@4                                 : Master's Weeping Repeater
6007: T7_2H_REPEATINGCROSSBOW_UNDEAD                                   : Grandmaster's Weeping Repeater
6008: T7_2H_REPEATINGCROSSBOW_UNDEAD@1                                 : Grandmaster's Weeping Repeater
6009: T7_2H_REPEATINGCROSSBOW_UNDEAD@2                                 : Grandmaster's Weeping Repeater
6010: T7_2H_REPEATINGCROSSBOW_UNDEAD@3                                 : Grandmaster's Weeping Repeater
6011: T7_2H_REPEATINGCROSSBOW_UNDEAD@4                                 : Grandmaster's Weeping Repeater
6012: T8_2H_REPEATINGCROSSBOW_UNDEAD                                   : Elder's Weeping Repeater
6013: T8_2H_REPEATINGCROSSBOW_UNDEAD@1                                 : Elder's Weeping Repeater
6014: T8_2H_REPEATINGCROSSBOW_UNDEAD@2                                 : Elder's Weeping Repeater
6015: T8_2H_REPEATINGCROSSBOW_UNDEAD@3                                 : Elder's Weeping Repeater
6016: T8_2H_REPEATINGCROSSBOW_UNDEAD@4                                 : Elder's Weeping Repeater
6017: T4_2H_DUALCROSSBOW_HELL                                          : Adept's Boltcasters
6018: T4_2H_DUALCROSSBOW_HELL@1                                        : Adept's Boltcasters
6019: T4_2H_DUALCROSSBOW_HELL@2                                        : Adept's Boltcasters
6020: T4_2H_DUALCROSSBOW_HELL@3                                        : Adept's Boltcasters
6021: T4_2H_DUALCROSSBOW_HELL@4                                        : Adept's Boltcasters
6022: T5_2H_DUALCROSSBOW_HELL                                          : Expert's Boltcasters
6023: T5_2H_DUALCROSSBOW_HELL@1                                        : Expert's Boltcasters
6024: T5_2H_DUALCROSSBOW_HELL@2                                        : Expert's Boltcasters
